cluster	avg_seq_len	MainBody_length	avg_GC_cont	avg_ATcont_after3p	sum_all_reads	num_gap_bars	scale_rate_5p	num_mismatches_8mer	num_mism_in_MB	len_after_MB	gap_droppin_len	gcs	ats	cpg	cwf	ce	cz	cm2	cm3	ct2	ct3	cl2	cl3	ident2rev_compl_clust	hits_on_mature_miR	bracket-mirna-fraction	hairpin-size-estimate	loop-mirna-distance-estimate	loop-size-estimate	loops-in-hairpin	minimum-free-energy	mirna-bracket-discrepancy	mirna-bracket-majority	mirna-unmatched
1528	18.6	19	0.565327380952	NA	5	2	2	0	0	0	0	0.272727272727	0.333333333333	0.392857142857	1.93653204936	0.963060373421	0.377358490566	0.825139773098	0.676468981722	0.6875	0.649305555556	0.75	0.842105263158	65	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1529	16.3978494624	16	0.465091036415	0.0286733333333	93	2	2	0	0	5	1	0.428571428571	0.333333333333	0.7	1.76587959074	0.941428031846	0.326530612245	0.843389315569	0.634559153676	0.733333333333	0.733333333333	0.789473684211	0.878787878788	65	NO	0.75	60	16	3	1	-23.60	1	12	4
1530	20.1428571429	20	0.40066833751	NA	7	1	1	0	0	0	0	0.25	0.0	0.533333333333	1.93404365752	0.976362097812	0.392156862745	0.867838621753	0.657950463203	0.75	0.666666666667	0.8	0.842105263158	75	YES	0.9	54	2	11	1	-35.10	1	18	2
1531	18.8571428571	15	0.434453371992	0.476193333333	7	2	2	0	0	5	5	0.555555555556	0.0909090909091	0.642857142857	1.9431079095	0.941691549115	0.4	0.867838621753	0.657950463203	0.75	0.666666666667	0.8	0.842105263158	75	NO	0.75	50	2	3	1	-23.10	1	15	5
1532	19.4	20	0.514705882353	NA	5	0	0	0	0	0	0	0.2	0.4	0.416666666667	1.93653204936	0.963060373421	0.377358490566	0.867838621753	0.69498750024	0.75	0.75	0.8	0.894736842105	76	NO	0.25	64	0	7	2	-33.50	0.5	5	10
1533	18.4285714286	16	0.411860380117	NA	14	4	4	0	0	0	0	0.25	0.0	0.533333333333	1.93404365752	0.976362097812	0.4	0.825139773098	0.639431944685	0.6875	0.572916666667	0.75	0.789473684211	67	NO	0.45	52	8	4	2	-11.10	1	9	11
1534	17.6666666667	19	0.298529411765	0.11111	39	0	0	0	0	3	0	0.6	0.166666666667	1.25	1.83404662601	0.88899245213	0.377777777778	0.745864648336	0.584481765935	0.5625	0.45	0.65	0.714285714286	70	NO	0.764705882352941	38	1	6	1	-13.30	1	13	4
1535	20.0	20	0.5	NA	5	0	0	0	0	0	0	0.2	0.0	0.416666666667	1.93024358018	0.992737648614	0.408163265306	0.778958523041	0.639431944685	0.5625	0.46875	0.65	0.736842105263	65	NO	0.55	46	0	12	1	-18.60	1	11	9
1536	18.2142857143	15	0.745882352941	0.214283333333	14	5	5	0	0	5	0	0.0	0.333333333333	0.285714285714	1.84918113109	0.828938217425	0.36170212766	0.738204882779	0.606703988157	0.5625	0.4875	0.65	0.742857142857	72	NO	0.705882352941177	54	7	6	1	-19.40	1	12	5
1537	17.875	14	0.463006535948	0.208333333333	8	4	4	0	0	3	3	0.333333333333	0.0909090909091	0.5	1.93404365752	0.976362097812	0.408163265306	0.794027562879	0.620913426166	0.6875	0.534722222222	0.75	0.763157894737	70	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1538	19.2727272727	19	0.432445820433	0.54545	11	1	1	0	0	1	0	0.25	0.333333333333	0.533333333333	1.93829178255	0.951850848029	0.392156862745	0.856591872118	0.650960764109	0.8125	0.722222222222	0.85	0.868421052632	70	NO	0.65	72	15	7	1	-26.00	1	13	7
1539	18.25	14	0.597712418301	0.0	8	3	3	0	0	3	0	0.0	0.75	0.333333333333	1.96153204936	0.894188185867	0.4	0.815207042806	0.632442245591	0.6875	0.572916666667	0.75	0.789473684211	68	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1540	19.6666666667	19	0.564473684211	NA	6	1	1	0	0	0	0	0.272727272727	0.555555555556	0.392857142857	1.94559630134	0.928389824724	0.425531914894	0.746192404677	0.602394907648	0.5625	0.40625	0.65	0.684210526316	67	NO	0.25	21	0	8	1	-29.80	0.625	5	12
1541	19.2222222222	18	0.521637426901	0.5	18	2	2	0	0	1	0	0.8	0.0	1.11111111111	1.96561951766	0.867248898397	0.416666666667	0.757779043114	0.613923727072	0.625	0.486111111111	0.7	0.736842105263	69	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1542	17.3529411765	16	0.696500544662	0.09804	17	1	1	0	2	3	0	0.166666666667	1.0	0.342857142857	1.77720990572	0.773089845974	0.363636363636	0.684893065497	0.539321058438	0.35	0.25	0.526315789474	0.606060606061	82	NO	0.4375	47	18	3	1	-25.30	0.7	7	6
1543	19.0	17	0.297536979704	0.54545	11	3	3	0	0	1	0	0.333333333333	0.285714285714	0.75	1.94866772004	0.907489910258	0.4	0.778958523041	0.613923727072	0.6875	0.534722222222	0.75	0.763157894737	82	NO	0.15	52	16	13	1	-15.90	1	3	17
1544	19.8823529412	20	0.365032679739	0.0	119	0	0	0	0	1	1	0.714285714286	0.230769230769	1.16666666667	1.96329178255	0.882978660475	0.416666666667	0.715080194458	0.595405208554	0.5625	0.40625	0.65	0.684210526316	75	NO	0.6	57	5	12	1	-17.60	1	12	8
1545	17.7469135802	17	0.573303788484	0.25926	162	0	0	0	0	5	3	0.2	0.142857142857	0.416666666667	1.80343950882	0.977123699846	0.354166666667	0.800704882779	0.606703988157	0.625	0.541666666667	0.7	0.771428571429	70	NO	0.352941176470588	55	20	4	2	-19.30	1	6	11
1546	19.6153846154	19	0.359210526316	NA	13	1	1	0	0	0	0	0.428571428571	0.692307692308	0.7	1.96643005461	0.819379340458	0.408163265306	0.690078424328	0.595405208554	0.5625	0.40625	0.65	0.684210526316	75	NO	0.8	58	6	5	1	-21.30	1	16	4
1547	20.0	20	0.35	NA	6	0	0	0	0	0	0	0.714285714286	0.230769230769	1.16666666667	1.96329178255	0.882978660475	0.377358490566	0.831590101988	0.676468981722	0.6875	0.649305555556	0.75	0.842105263158	67	NO	0.25	50	17	7	1	-12.20	1	5	15
1548	19.75	19	0.672222222222	0.5	8	1	1	0	0	1	0	0.0769230769231	0.714285714286	0.309523809524	1.96153204936	0.894188185867	0.392156862745	0.831590101988	0.676468981722	0.6875	0.649305555556	0.75	0.842105263158	70	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1549	18.6	18	0.37057748538	0.6	5	1	1	0	0	1	0	0.142857142857	0.230769230769	0.583333333333	1.93829178255	0.951850848029	0.392156862745	0.851455562571	0.676468981722	0.6875	0.649305555556	0.75	0.842105263158	71	NO	0.35	20	0	3	1	-20.50	0.538461538461538	7	7
1550	20.0	20	0.45	NA	8	0	0	0	0	0	0	0.555555555556	0.454545454545	0.642857142857	1.95115611187	0.90080474853	0.377358490566	0.788891253332	0.676468981722	0.625	0.590277777778	0.7	0.815789473684	70	YES	0.8	55	8	4	1	-30.40	1	16	4
1551	18.5	17	0.440441176471	0.347223333333	24	1	1	0	0	3	0	0.0	0.333333333333	0.5	1.93596404744	0.960964047444	0.4	0.857905891462	0.657950463203	0.75	0.666666666667	0.8	0.842105263158	71	NO	0.55	58	6	16	1	-17.40	1	11	9
1552	22.6923076923	17	0.634098678804	0.141026666667	26	9	9	0	0	11	11	0.5	0.428571428571	0.444444444444	1.91141597785	0.889914993838	0.38	0.809774479497	0.661635963738	0.6875	0.647058823529	0.75	0.837837837838	74	NO	0.315789473684211	51	14	5	1	-15.70	1	6	13
1553	18.9453125	19	0.540752250716	0.01042	256	0	0	0	0	11	1	0.0909090909091	0.25	0.366666666667	1.89202214643	0.979649455265	0.38	0.903592361472	0.661635963738	0.8125	0.764705882353	0.85	0.891891891892	68	NO	0.526315789473684	70	0	5	3	-33.50	1	10	9
1554	19.7551020408	16	0.622752556576	0.129253333333	49	9	9	0	0	9	3	0.384615384615	0.666666666667	0.361111111111	1.92680972787	0.857148875474	0.38	0.726441146164	0.595411576462	0.5625	0.430147058824	0.65	0.702702702703	82	NO	0.894736842105263	56	0	7	2	-25.00	1	17	2
1555	22.5714285714	15	0.389035065332	0.26984	21	12	12	0	0	13	7	0.25	0.272727272727	0.533333333333	1.89464150626	0.965647640116	0.38	0.816583159993	0.634627262736	0.6875	0.606617647059	0.75	0.810810810811	68	NO	0.368421052631579	29	0	12	1	-13.70	1	7	12
1556	20.6	16	0.383282999537	0.377776666667	15	3	3	0	0	9	0	0.714285714286	0.166666666667	1.16666666667	1.92095729573	0.893150600586	0.38	0.827067708634	0.661635963738	0.6875	0.647058823529	0.75	0.837837837838	70	NO	0.421052631578947	20	0	3	1	-17.70	1	8	11
1557	20.6	17	0.516993464052	0.133333333333	5	7	7	0	0	4	0	0.4	0.333333333333	0.47619047619	1.89864158766	0.94841021822	0.365384615385	0.865330035053	0.681243806875	0.75	0.75	0.8	0.891891891892	70	NO	0.473684210526316	61	15	7	2	-12.30	0.692307692307692	9	6
1558	19.6860465116	18	0.419375034214	0.0503866666667	86	1	1	0	0	10	2	0.25	0.272727272727	0.533333333333	1.89464150626	0.965647640116	0.413043478261	0.771512153078	0.56840287546	0.625	0.441176470588	0.7	0.702702702703	70	NO	0.578947368421053	48	8	4	1	-16.30	1	11	8
1559	19.9714285714	16	0.262046362127	0.500003333333	70	1	1	0	0	11	6	0.2	0.142857142857	0.833333333333	1.90896573037	0.90647263813	0.413043478261	0.754218923942	0.583204591189	0.5625	0.397058823529	0.65	0.675675675676	50	NO	0.789473684210526	78	18	3	1	-19.60	1	15	4
1560	20.2	18	0.784446891681	0.23111	75	14	14	0	0	8	2	0.428571428571	0.6	0.35	1.93128143844	0.828719521225	0.395833333333	0.688178819745	0.583204591189	0.5	0.352941176471	0.6	0.648648648649	70	YES	0.684210526315789	72	17	6	1	-41.00	1	13	6
1561	20.0684931507	12	0.476878916819	0.28767	73	14	14	0	0	14	8	0.5	0.272727272727	0.666666666667	1.90311329823	0.935509560439	0.365384615385	0.854845486412	0.681243806875	0.75	0.75	0.8	0.891891891892	65	NO	0.631578947368421	79	9	3	2	-18.10	1	12	7
1562	18.4166666667	16	0.377965624846	0.527776666667	60	1	1	0	0	12	3	0.142857142857	0.666666666667	0.583333333333	1.91588768842	0.861485639589	0.395833333333	0.781996701719	0.642028120601	0.625	0.551470588235	0.7	0.783783783784	76	NO	0.684210526315789	36	0	6	1	-15.70	1	13	6
1563	20.375	17	0.620437648744	0.375	8	5	5	0	0	9	5	0.333333333333	0.428571428571	0.375	1.90496564896	0.923710060026	0.38	0.827067708634	0.661635963738	0.6875	0.647058823529	0.75	0.837837837838	72	NO	0.842105263157895	40	0	5	1	-29.40	1	16	3
1564	17.6111111111	16	0.576634481024	0.16667	36	11	11	0	0	1	1	0.333333333333	0.714285714286	0.5	1.78890976556	0.882048827787	0.340425531915	0.764141190533	0.610749629867	0.6	0.557142857143	0.684210526316	0.787878787879	75	NO	0.25	76	29	10	1	-12.10	1	4	12
1565	21.5714285714	19	0.456376790081	0.214286666667	28	6	6	0	0	7	7	0.25	0.272727272727	0.533333333333	1.89464150626	0.965647640116	0.404255319149	0.809774479497	0.602812434326	0.625	0.477941176471	0.7	0.72972972973	71	NO	0.684210526315789	68	14	5	1	-17.90	1	13	6
1566	19.6153846154	17	0.388791274085	0.0	13	4	4	0	0	6	0	0.142857142857	0.166666666667	0.583333333333	1.89464150626	0.965647640116	0.395833333333	0.771512153078	0.622420277463	0.625	0.514705882353	0.7	0.756756756757	65	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1567	20.625	19	0.385052312348	0.4375	16	4	4	0	0	9	7	0.333333333333	0.0	0.5	1.89202214643	0.979649455265	0.387755102041	0.809774479497	0.642028120601	0.625	0.551470588235	0.7	0.783783783784	71	NO	0.315789473684211	72	19	23	1	 -9.20	1	6	13
1568	19.9090909091	19	0.550141237332	0.0606066666667	11	5	5	0	0	6	1	0.6	0.111111111111	0.625	1.90496564896	0.923710060026	0.413043478261	0.781996701719	0.602812434326	0.625	0.477941176471	0.7	0.72972972973	78	NO	0.368421052631579	65	9	6	1	 -2.90	1	7	12
1569	21.8571428571	16	0.449180725442	0.22222	21	8	8	0	0	14	7	0.555555555556	0.6	0.642857142857	1.91850704825	0.869977323711	0.422222222222	0.705472048882	0.575803733324	0.5625	0.397058823529	0.65	0.675675675676	72	NO	0.631578947368421	51	5	8	1	-24.70	1	12	7
1570	20.1666666667	16	0.763152980403	0.0	54	8	8	0	0	11	5	0.142857142857	0.2	0.291666666667	1.90896573037	0.90647263813	0.395833333333	0.761027604437	0.622420277463	0.5625	0.463235294118	0.65	0.72972972973	74	NO	0.736842105263158	59	11	3	1	-52.70	1	14	5
1571	20.3333333333	19	0.512896573156	0.22222	9	0	0	0	0	8	8	0.454545454545	0.0	0.458333333333	1.89804369091	0.946203559296	0.387755102041	0.854845486412	0.642028120601	0.75	0.661764705882	0.8	0.837837837838	74	NO	0.368421052631579	63	0	5	2	-15.10	0.7	7	9
1572	23.0	19	0.677719298246	0.133333333333	5	6	6	0	0	9	0	0.384615384615	0.666666666667	0.361111111111	1.92680972787	0.857148875474	0.38	0.77012513266	0.642028120601	0.625	0.551470588235	0.7	0.783783783784	74	NO	0.578947368421053	67	16	9	1	-29.30	0.785714285714286	11	5
1573	20.7	17	0.511880804954	0.0	10	10	10	0	0	1	0	0.0	0.333333333333	0.4	1.89202214643	0.979649455265	0.387755102041	0.875814583694	0.661635963738	0.75	0.705882352941	0.8	0.864864864865	74	NO	0.526315789473684	47	5	3	1	-16.20	1	10	9
1574	20.4615384615	16	0.571384281486	0.410256666667	13	8	8	0	0	7	6	0.0909090909091	0.0	0.366666666667	1.88957189894	0.989242296754	0.395833333333	0.865330035053	0.642028120601	0.75	0.661764705882	0.8	0.837837837838	70	NO	0.421052631578947	24	0	8	1	-32.40	0.8	8	9
1575	21.0	18	0.516731567481	0.0	5	8	8	0	0	1	0	0.4	0.111111111111	0.47619047619	1.89464150626	0.965647640116	0.38	0.865330035053	0.661635963738	0.75	0.705882352941	0.8	0.864864864865	70	NO	0.421052631578947	22	0	4	1	-21.80	0.666666666666667	8	7
1576	20.3333333333	19	0.656920077973	0.0555566666667	6	5	5	0	0	3	1	0.230769230769	0.666666666667	0.325	1.92280964646	0.881351100172	0.38	0.799289930856	0.661635963738	0.625	0.588235294118	0.7	0.810810810811	72	NO	0.526315789473684	62	16	8	1	-31.50	0.769230769230769	10	6
1577	19.3931623932	19	0.530415320983	0.0940166666667	117	1	1	0	0	6	3	0.6	0.333333333333	0.625	1.90896573037	0.90647263813	0.387755102041	0.761027604437	0.622420277463	0.5625	0.463235294118	0.65	0.72972972973	68	NO	0.473684210526316	56	0	4	3	-31.70	0.692307692307692	9	6
1578	21.0	16	0.326950226244	0.533333333333	5	4	4	0	0	9	0	1.0	0.230769230769	0.0	1.91588768842	0.778715980965	0.38	0.715956597523	0.642028120601	0.375	0.330882352941	0.55	0.702702702703	68	NO	0	100	NA	1	10	 -7.20	0	NA	NA
1579	19.724137931	19	0.464202361106	0.0344833333333	29	7	7	0	0	7	1	0.333333333333	0.2	0.5	1.89357198035	0.972004874858	0.38	0.827067708634	0.661635963738	0.6875	0.647058823529	0.75	0.837837837838	68	NO	0.157894736842105	14	0	9	1	-16.90	1	3	16
1580	20.0	19	0.367821262558	NA	6	7	7	0	0	0	0	0.142857142857	0.0	0.583333333333	1.89357198035	0.972004874858	0.38	0.882623264189	0.661635963738	0.8125	0.764705882353	0.85	0.891891891892	69	NO	0.526315789473684	74	20	11	1	-18.00	1	10	9
1581	19.6315789474	19	0.541989063419	NA	19	7	7	0	0	0	0	0.6	0.333333333333	0.625	1.90896573037	0.90647263813	0.395833333333	0.781996701719	0.622420277463	0.625	0.514705882353	0.7	0.756756756757	68	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1582	19.2	17	0.840105933798	0.0	15	7	7	0	0	3	0	0.375	0.333333333333	0.290909090909	1.94550692216	0.764400907263	0.404255319149	0.676307250686	0.575803733324	0.5	0.352941176471	0.6	0.648648648649	81	NO	0.578947368421053	58	12	3	1	-42.50	1	11	8
1583	20.4285714286	19	0.900233903523	0.0	14	5	5	0	0	6	3	0.0588235294118	1.0	0.236111111111	1.93528151984	0.688981519538	0.404255319149	0.632623264189	0.556195890187	0.328125	0.212316176471	0.5	0.567567567568	74	NO	0.842105263157895	64	12	3	1	-63.70	1	16	3
1584	18.9166666667	17	0.594189092641	0.0	12	8	8	0	0	1	1	0.0909090909091	0.5	0.366666666667	1.9004939384	0.949511375588	0.404255319149	0.7437343753	0.575803733324	0.5625	0.397058823529	0.65	0.675675675676	68	NO	0.736842105263158	78	0	5	3	-22.40	1	14	5
1585	18.2	14	0.532593325792	0.4	5	9	9	0	0	3	0	0.4	0.333333333333	0.47619047619	1.89864158766	0.94841021822	0.38	0.827067708634	0.661635963738	0.6875	0.647058823529	0.75	0.837837837838	76	NO	0.263157894736842	63	0	5	3	-13.90	0.833333333333333	5	13
1586	19.1666666667	16	0.521018231854	0.0	6	1	1	0	0	9	0	0.2	0.111111111111	0.416666666667	1.88957189894	0.989242296754	0.365384615385	0.931370139249	0.681243806875	0.875	0.875	0.9	0.945945945946	68	NO	0.631578947368421	68	15	6	1	-22.30	1	12	7
1587	17.6871165644	17	0.62660382759	NA	163	9	9	0	0	0	0	0.0	0.428571428571	0.4	1.80944364755	0.960527849351	0.354166666667	0.84375	0.606703988157	0.6875	0.595833333333	0.75	0.8	72	NO	0.588235294117647	62	6	20	1	-16.50	1	10	7
1588	18.0	12	0.494262328024	0.444443333333	24	9	9	0	0	6	6	0.6	0.8	0.625	1.98171592241	0.797730922119	0.416666666667	0.715080194458	0.620913426166	0.5625	0.4375	0.65	0.710526315789	71	NO	0.65	67	2	5	2	-23.60	1	13	7
1589	20.2222222222	17	0.355786152845	0.25926	9	4	4	0	0	5	5	0.333333333333	0.384615384615	0.75	1.90896573037	0.899507835328	0.404255319149	0.764703472583	0.602812434326	0.625	0.477941176471	0.7	0.72972972973	72	NO	0.526315789473684	65	0	7	2	-12.70	1	10	9
1590	17.1818181818	14	0.340433501684	0.121213333333	33	3	3	0	0	10	6	0.2	0.333333333333	0.833333333333	1.82064428825	0.903881788209	0.36170212766	0.724849367587	0.598316349244	0.5625	0.4875	0.65	0.742857142857	72	NO	0.647058823529412	60	4	6	2	-10.30	1	11	6
1591	18.3	16	0.457753206546	0.25	10	8	8	0	0	2	0	0.555555555556	0.0	0.642857142857	1.90156346431	0.943154140846	0.387755102041	0.781996701719	0.615019419599	0.625	0.514705882353	0.7	0.756756756757	67	NO	0.368421052631579	25	0	8	1	-17.10	0.875	7	11
1592	19.5	17	0.933377473415	0.11111	6	2	2	0	0	7	5	0.333333333333	0.0	0.25	1.96159730932	0.583718361643	0.413043478261	0.577067708634	0.53658804705	0.28125	0.165441176471	0.45	0.513513513514	72	NO	0.684210526315789	39	0	8	1	-37.70	1	13	6
1593	17.1538461538	13	0.380113636364	0.358973333333	13	6	6	0	0	6	6	0.142857142857	0.333333333333	0.583333333333	1.89804369091	0.946203559296	0.365384615385	0.827067708634	0.681243806875	0.6875	0.6875	0.75	0.864864864865	70	YES	0.684210526315789	56	6	6	1	-22.60	1	13	6
1594	20.5833333333	18	0.516605397539	0.13889	12	5	5	0	0	6	5	0.0	0.333333333333	0.4	1.89202214643	0.979649455265	0.38	0.837552257275	0.661635963738	0.6875	0.647058823529	0.75	0.837837837838	74	NO	0.789473684210526	71	9	3	2	-27.60	1	15	4
1595	18.7037037037	16	0.408157831172	0.45679	27	7	7	0	0	3	3	0.25	0.272727272727	0.533333333333	1.89464150626	0.965647640116	0.38	0.893107812831	0.661635963738	0.8125	0.764705882353	0.85	0.891891891892	65	NO	0.526315789473684	28	0	5	1	-20.20	0.833333333333333	10	7
1596	19.1875	15	0.630440228638	0.25521	64	9	9	0	0	11	4	0.272727272727	0.25	0.392857142857	1.89464150626	0.965647640116	0.38	0.837552257275	0.661635963738	0.6875	0.647058823529	0.75	0.837837837838	74	NO	0.684210526315789	62	0	7	2	-35.80	1	13	6
1597	19.0833333333	16	0.364552435009	0.416666666667	12	1	1	0	0	8	6	0.428571428571	0.166666666667	0.7	1.90156346431	0.943154140846	0.387755102041	0.820259028138	0.661635963738	0.6875	0.647058823529	0.75	0.837837837838	68	NO	0.526315789473684	24	0	5	1	-24.90	0.714285714285714	10	5
1598	20.5	19	0.480191783807	0.41667	12	4	4	0	0	2	0	0.2	0.111111111111	0.416666666667	1.88957189894	0.989242296754	0.387755102041	0.837552257275	0.642028120601	0.6875	0.606617647059	0.75	0.810810810811	71	NO	0.631578947368421	66	12	4	1	-20.00	1	12	7
1599	19.9545454545	17	0.588037984332	0.0	22	8	8	0	0	1	1	0.0909090909091	0.25	0.366666666667	1.89202214643	0.979649455265	0.395833333333	0.754218923942	0.602812434326	0.5625	0.430147058824	0.65	0.702702702703	68	NO	0.578947368421053	39	0	8	1	-36.50	1	11	8
1600	20.375	18	0.392581453634	0.0	8	0	0	0	0	7	0	0.428571428571	0.333333333333	0.7	1.90496564896	0.923710060026	0.404255319149	0.809774479497	0.602812434326	0.6875	0.525735294118	0.75	0.756756756757	74	NO	0.578947368421053	31	0	3	1	-10.70	1	11	8
1601	17.4074074074	16	0.497910049187	0.0	27	8	8	0	2	2	1	0.5	0.25	0.666666666667	1.76587959074	0.941428031846	0.340425531915	0.81822639883	0.586940106057	0.733333333333	0.628571428571	0.789473684211	0.818181818182	76	NO	0.5625	24	0	5	1	-11.70	1	9	7
1602	20.3181818182	19	0.397927109845	0.27273	22	6	6	0	0	1	0	0.428571428571	0.666666666667	0.7	1.92280964646	0.838992140319	0.38	0.77012513266	0.642028120601	0.625	0.551470588235	0.7	0.783783783784	72	NO	0.631578947368421	45	0	18	1	-15.10	1	12	7
1603	19.8125	19	0.564547237659	0.0833333333333	16	0	0	0	0	6	6	0.454545454545	0.0	0.458333333333	1.89804369091	0.946203559296	0.38	0.77012513266	0.642028120601	0.625	0.551470588235	0.7	0.783783783784	79	NO	0.578947368421053	72	21	3	1	-19.70	0.733333333333333	11	4
1604	19.8333333333	17	0.761846014323	0.11111	6	2	2	0	0	5	0	0.0666666666667	1.0	0.267857142857	1.91850704825	0.764714165816	0.395833333333	0.705472048882	0.622420277463	0.375	0.308823529412	0.55	0.675675675676	69	NO	0.789473684210526	62	12	4	1	-65.40	1	15	4
1605	18.2142857143	13	0.55257606332	0.523806666667	14	9	9	0	0	3	0	0.2	0.111111111111	0.416666666667	1.88957189894	0.989242296754	0.404255319149	0.761027604437	0.622420277463	0.5625	0.463235294118	0.65	0.72972972973	74	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1606	18.5	18	0.287280701754	0.333333333333	10	0	0	0	0	6	3	0.0	0.0769230769231	0.666666666667	1.89864158766	0.94841021822	0.38	0.799289930856	0.642028120601	0.625	0.551470588235	0.7	0.783783783784	75	NO	0.736842105263158	71	19	3	1	-12.00	1	14	5
1607	16.9855072464	16	0.428031485055	0.125603333333	207	6	6	0	0	4	2	0.714285714286	0.555555555556	1.16666666667	1.80024008054	0.838710641915	0.340425531915	0.703980515959	0.586940106057	0.6	0.514285714286	0.684210526316	0.757575757576	75	NO	0.75	62	1	5	3	-15.50	1	12	4
1608	19.9285714286	19	0.749582289056	NA	14	5	5	0	0	0	0	0.428571428571	1.0	0.35	1.92280964646	0.733728982424	0.395833333333	0.62075169513	0.583204591189	0.28125	0.198529411765	0.45	0.567567567568	67	NO	0.368421052631579	59	0	4	1	-30.40	0.875	7	11
1609	18.6538461538	17	0.579444353499	0.19231	26	4	4	0	1	7	4	0.4	0.428571428571	0.47619047619	1.81684184658	0.925613407949	0.34	0.831954882779	0.651148432601	0.6875	0.6875	0.75	0.857142857143	70	NO	0.411764705882353	23	0	4	1	 -7.70	0.7	7	7
1610	19.4255319149	19	0.285556024643	0.00709	141	5	5	0	0	4	1	0.2	0.285714285714	0.833333333333	1.91141597785	0.889914993838	0.387755102041	0.799289930856	0.642028120601	0.625	0.551470588235	0.7	0.783783783784	68	NO	0.315789473684211	55	18	7	1	-21.00	1	6	13
1611	19.9523809524	19	0.614734068373	0.238096666667	21	0	0	0	0	5	2	0.0769230769231	0.0	0.309523809524	1.89864158766	0.94841021822	0.387755102041	0.827067708634	0.622420277463	0.6875	0.566176470588	0.75	0.783783783784	73	NO	0.684210526315789	68	0	4	2	-29.90	1	13	6
1612	19.2117647059	17	0.461385387819	0.145096666667	85	1	1	0	0	6	4	0.111111111111	0.0	0.45	1.88802206502	0.996886877161	0.365384615385	0.931370139249	0.681243806875	0.875	0.875	0.9	0.945945945946	70	NO	0.526315789473684	59	9	6	1	-24.40	1	10	9
1613	19.4	16	0.512671624714	0.266666666667	5	3	3	0	0	4	0	0.272727272727	0.25	0.392857142857	1.89464150626	0.965647640116	0.387755102041	0.865330035053	0.642028120601	0.75	0.661764705882	0.8	0.837837837838	74	NO	0.684210526315789	64	0	18	1	-12.50	1	13	6
1614	20.0	19	0.571864443718	NA	6	4	4	0	0	0	0	0.454545454545	0.0	0.458333333333	1.89804369091	0.946203559296	0.38	0.788805382215	0.642028120601	0.625	0.551470588235	0.7	0.783783783784	68	NO	0.473684210526316	73	0	8	3	-22.30	1	9	10
1615	16.0693877551	16	0.419672903486	0.00408	245	7	7	0	0	1	1	0.0	0.4	0.666666666667	1.76367992424	0.940120407472	0.347826086957	0.751559732163	0.586940106057	0.6	0.514285714286	0.684210526316	0.757575757576	75	NO	0.5	70	26	3	1	-31.20	1	8	8
1616	18.5454545455	17	0.620693700821	NA	11	8	8	0	0	0	0	0.454545454545	1.0	0.458333333333	1.92435948039	0.735677243507	0.395833333333	0.655338153403	0.575803733324	0.328125	0.231617647059	0.5	0.594594594595	70	NO	0.736842105263158	55	0	6	2	-24.00	1	14	5
1617	19.0	15	0.385027336602	0.545453333333	11	3	3	0	0	7	7	0.428571428571	0.5	0.7	1.91141597785	0.889914993838	0.387755102041	0.7437343753	0.615019419599	0.5625	0.463235294118	0.65	0.72972972973	68	NO	0.736842105263158	66	0	5	2	-16.30	1	14	5
1618	20.1428571429	19	0.561041189931	0.09524	7	1	1	0	0	4	2	0.0909090909091	0.5	0.366666666667	1.9004939384	0.949511375588	0.38	0.827067708634	0.661635963738	0.6875	0.647058823529	0.75	0.837837837838	70	NO	0.421052631578947	21	0	4	1	-25.00	0.8	8	9
1619	18.6	18	0.492741704805	0.133333333333	5	1	1	0	0	4	0	0.111111111111	0.0	0.45	1.88802206502	0.996886877161	0.365384615385	0.865330035053	0.681243806875	0.75	0.75	0.8	0.891891891892	68	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
1620	19.6666666667	19	0.45065348794	NA	6	4	4	0	0	0	0	0.5	0.272727272727	0.666666666667	1.90311329823	0.935509560439	0.38	0.827067708634	0.661635963738	0.6875	0.647058823529	0.75	0.837837837838	71	NO	0.842105263157895	73	14	6	1	-24.00	1	16	3
1621	19.2360515021	19	0.519551756629	NA	233	4	4	0	0	0	0	0.0	0.333333333333	0.4	1.89202214643	0.979649455265	0.38	0.854845486412	0.661635963738	0.75	0.705882352941	0.8	0.864864864865	74	NO	0.631578947368421	69	17	4	1	-30.20	1	12	7
1622	18.9307958478	18	0.477928392793	0.328723333333	578	4	4	0	0	4	2	0.333333333333	0.4	0.5	1.89864158766	0.94841021822	0.372549019608	0.893107812831	0.681243806875	0.8125	0.8125	0.85	0.918918918919	68	NO	0.578947368421053	49	0	6	2	-25.50	1	11	8
1623	18.3	16	0.43949418128	0.0	10	6	6	0	0	3	0	0.0	0.0909090909091	0.5	1.88957189894	0.989242296754	0.38	0.854845486412	0.642028120601	0.75	0.661764705882	0.8	0.837837837838	70	NO	0.631578947368421	68	17	4	1	-27.60	0.8	12	4
